,id,link,type,pseudo_coi,title,text,area_text,area_name,num_areas,city
222,1321-2,https://districtr.org/COI/29835,coi,,Columbus Neighborhood Fifth by Northwest,"Because if its relative separation from other Columbus Neighborhoods, Fifth by Northwest forms a community of interest with the Villages of Grandview Heights and Marble Cliff.","Grandview Heights and Marble Cliff are integrated with Columbus Fifth by Northwest because of Fifth by Northwest’s relative isolation from other Columbus neighborhoods. 

Grandview Avenue is a continuous strip of shops and restaurants running North and South through both Fifth by Northwest and Grandview Heights.

Grandview Yard, a development of houses, condos, stores and medical facilities straddles Fifth by Northwest and Grandview Heights.

Grandview Heights residents attend churches in Fifth by Northwest and Marble Cliff.  For Example, St Christopher in Columbus, First Community Church in Marble Cliff and Our Lady of Victory in Marble Cliff.

Grandview Heights and Marble Cliff residents shop in Fifth by Northwest grocery stores such as Kroger and Giant Eagle Market District in the Grandview Yard complex.

Grandview Heights, Marble Cliff and Fifth by Northwest contain diverse age groups, including a sizable portion of older, retired adults and single adults and couples in their 20’s and thirties.   This mix of old and young is reflected in a range of housing, including single family homes, apartments and condos. 

Demographically, Grandview Heights, Marble Cliff and Fifth by Northwest are still overwhelmingly white.  Black and Latino residents are increasing, but slowly.   Black people and Latino are welcomed by white residents.  The large numbers of Black Lives Matter, All Are Welcome and Rainbow signs and banners suggest a tolerant, positive and welcoming attitude toward diversity.

Fifth by Northwest, Grandview Heights and Marble Cliff have very low crime rates.  Violent crime is extremely rare.
",Grandview Heights and Marble Cliff,3,Columbus
222,1321-3,https://districtr.org/COI/29835,coi,,Columbus Neighborhood Fifth by Northwest,"Because if its relative separation from other Columbus Neighborhoods, Fifth by Northwest forms a community of interest with the Villages of Grandview Heights and Marble Cliff.","The Village of Marble Cliff is adjacent to Grandview Heights and shares police, fire and other services,",Marble Cliff ,3,Columbus
235,2190-1,https://districtr.org/COI/33092,coi,,Luanne's Greater Westerville Map,"This map shows my community of Westerville.  Because Westerville serves the surrounding area through its school district, library, and local social services (Westerville Area Resource Ministry), these areas share policy concerns with the City of Westerville and are therefore part of the Greater Westerville area","The City of Westerville is a suburb of Northeast Columbus. The city of Westerville is primarily white and  middle to upper middle class. It provides excellent parks, walking  and biking trails, a recreation center and a vital uptown area. It has good schools, safe neighborhoods, a first class university and many restaurants and bars along with a nearby shopping mall (Polaris as well as Easton). Freeways are close by, making it an easy commute to downtown and other suburbs.  Other than the south end of the city, it lacks diversity. 

Westerville is at the center of the Westerville City School District which includes adjacent parts of Genoa and Blendon Townships, Minerva Park, and parts of Northeast Columbus.  

WeRISE (Westerville for Racial Equity, Inclusion and Social Engagement)  defines the Greater Westerville Area as the Westerville City School District.

Westerville has traditionally shown strong support for its police force.

Residential areas in the northern part of the city are higher income than residential areas in the southern part of the city.   Shopping areas in the northern part of the State Street commercial corridor are more upscale than those in the southern part.",City of Westerville,4,Westerville
235,2190-2,https://districtr.org/COI/33092,coi,,Luanne's Greater Westerville Map,"This map shows my community of Westerville.  Because Westerville serves the surrounding area through its school district, library, and local social services (Westerville Area Resource Ministry), these areas share policy concerns with the City of Westerville and are therefore part of the Greater Westerville area","The original township has been reduced to numerous small islands due to annexation by Minerva Park, Columbus and Westerville.

Served by the Westerville City School District, Westerville Library, and Westerville Area Resource Ministry.

Largely rural to the east of Hoover Reservoir.",Blendon Township,4,Westerville
235,2190-3,https://districtr.org/COI/33092,coi,,Luanne's Greater Westerville Map,"This map shows my community of Westerville.  Because Westerville serves the surrounding area through its school district, library, and local social services (Westerville Area Resource Ministry), these areas share policy concerns with the City of Westerville and are therefore part of the Greater Westerville area","Genoa is primarily white upper middle class working people with children, followed by seniors who have lived there for years.  Housing is expensive and taxes are high.

Genoa Township is a mixed bag of rural areas and housing developments. The rural aspect is quickly diminishing due to development. Most houses are priced above the average for the state. There is no central area. Services are limited.

Served by the Westerville City School District, Westerville Library, and Westerville Area Resource Ministry.

This map area includes only a portion of Genoa Township within the Westerville City School District.  This shows a very approximate area due to being limited to painting precincts in Districtr.",Genoa Township (within Westerville CSD),4,Westerville
235,2190-4,https://districtr.org/COI/33092,coi,,Luanne's Greater Westerville Map,"This map shows my community of Westerville.  Because Westerville serves the surrounding area through its school district, library, and local social services (Westerville Area Resource Ministry), these areas share policy concerns with the City of Westerville and are therefore part of the Greater Westerville area","Served by the Westerville City School District, Westerville Library, and Westerville Area Resource Ministry.",Northeast Columbus (within Westerville CSD),4,Westerville
242,2546-1,https://districtr.org/COI/34297,coi,,East Dayton Storyteller - OWA,"This maps shows, where I live my life, where  I worship and where I go to have fun","This is where I live and spend most of my daily life. Especially with the pandemic shutdown, this is where I spend most of my time. I walk around my neighborhood for exercise. It is a primarily white community and has some immigrant people. There are a growing  number of black people moving in though. It is a poorer community. There are a lot of not well kept homes. Some of the  people in my community cannot afford to keep up their homes. I am in an interracial relationship. Sometimes I do get concerned walking around my neighborhood with the racial tensions but most days, I'm okay.",My neighborhood,3,Dayton
242,2546-2,https://districtr.org/COI/34297,coi,,East Dayton Storyteller - OWA,"This maps shows, where I live my life, where  I worship and where I go to have fun","I have attend two churches in this area and they both were in this same neighborhood. Omega Baptist Church and New Hope Lutheran were at one point staples in the community. Omega still has a nice size congregation however, New Hope is an aging congregation",Worship Life,3,Dayton
242,2546-3,https://districtr.org/COI/34297,coi,,East Dayton Storyteller - OWA,"This maps shows, where I live my life, where  I worship and where I go to have fun","This area highlights where most of the fun happens for me.  Most entertainment activities that I attended or even community events are in the downtown area. Also, there area a lot of restaurants to eat at around the University of Dayton.

There is not really a place for me to shop as a young professional within the city limits unless I want to shop at a thrift store. I have to go the mall outside of my city or shop online to buy shoes and clothes",Activities,3,Dayton
244,2633-1,https://districtr.org/COI/34981,coi,,OWA-LWoodward Community Map,This Map shows all the communities that have supported and effected my life. ,This is my daughter's school community ,Our School,5,Columbus
244,2633-2,https://districtr.org/COI/34981,coi,,OWA-LWoodward Community Map,This Map shows all the communities that have supported and effected my life. ,This is our daily home community,Our home neighborhood  ,5,Columbus
244,2633-3,https://districtr.org/COI/34981,coi,,OWA-LWoodward Community Map,This Map shows all the communities that have supported and effected my life. ,This is the community my job is located in I also raised my kids here and all my family lives here as well ,My Work and Neighborhood,5,Columbus
244,2633-4,https://districtr.org/COI/34981,coi,,OWA-LWoodward Community Map,This Map shows all the communities that have supported and effected my life. ,"These areas of town raised me for birth to 18. It houses my childhood home, school and friends",My Childhood neighborhood,5,Columbus
244,2633-5,https://districtr.org/COI/34981,coi,,OWA-LWoodward Community Map,This Map shows all the communities that have supported and effected my life. ,These are the areas I go to for social interaction,My Social Community,5,Columbus
245,2636-1,https://districtr.org/COI/35013,coi,,Bay Village Community by LWV,"This map was our definition of a SINGLE community, showing the city, adjacent, and nearby areas that our residents consider to be part of one community that for the most part should not be broken up. (One part lies in an adjacent county, and we understand that it perhaps should be seperated from the core three zones.) If there are any questions, we would be happy to answer them, or testify. Please contact the Bay Village League of Women Voters. This map was constructed by a group of citizens from Bay Village and the adjacent/nearby areas shown on the map.","The city limits & school district of Bay Village is colored blue.

Bay Village is primarily a bedroom community with small commercial areas, and almost no manufacturing/industrial areas. Therefore we are closely connected to adjacent and nearby communities where our residents shop, eat, obtain healthcare, and so on. Many are employed in these as well.

Foremost among these are Westlake and Rocky River (adjacent), and North Olmsted and Fairview Park (nearby) — and Avon (also nearby, but colored differently as it is in adjacent Lorain county.)

Public safety is coordinated with Westlake, Rocky River, North Olmsted and Fairview Park, by the West Shore Enforcement Bureau, which is headquartered in Bay Village includes Westlake, Rocky River, North Olmsted, Fairview Park, and Lakewood. The Rocky River Municipal Court takes cases from Bay Village, Fairview Park, Westlake, and Rocky River. 

The Westshore Career Tech district provides Career-Technical education to students in Bay Village, Rocky River, Westlake, and Lakewood where it holds classes.

OUR COMMUNITY ON OTHER MAPS — we would like to emphasize the fact that the central three regions colored on our map: Bay Village, Westlake, Rocky River, North Olmsted, and Fairview Park (everything in our community falling inside of Cuyahoga County...we also have a portion of the city of Avon in Lorain County included) — this central core of our defined community also comprises District 1 of the Cuyahoga County Council AND District 16 of the Ohio House of Representatives. Because of the way that the Ohio legislature is constructed, it also lies entirely within one Ohio Senate district.",Bay Village,4,Bay Village/Cuyahoga County
